Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[12]     0.0    0.00    0.18       3         std::vector<float, std::allocator<float> >::vector(unsigned int, std::allocator<float> const&) [12]
                0.00    0.18       3/3           std::vector<float, std::allocator<float> >::_M_default_initialize(unsigned int) [11]
                0.00    0.00       3/3           std::_Vector_base<float, std::allocator<float> >::_Vector_base(unsigned int, std::allocator<float> const&) [88]
-----------------------------------------------
                0.18    0.00       3/3           float* std::fill_n<float*, unsigned int, float>(float*, unsigned int, float const&) [16]
[13]     0.0    0.18    0.00       3         __gnu_cxx::__enable_if<std::__is_scalar<float>::__value, float*>::__type std::__fill_n_a<float*, unsigned int, float>(float*, unsigned int, float const&) [13]
-----------------------------------------------
                0.00    0.18       3/3           void std::__uninitialized_default_n_a<float*, unsigned int, float>(float*, unsigned int, std::allocator<float>&) [15]
[14]     0.0    0.00    0.18       3         void std::__uninitialized_default_n<float*, unsigned int>(float*, unsigned int) [14]
                0.00    0.18       3/3           void std::__uninitialized_default_n_1<true>::__uninit_default_n<float*, unsigned int>(float*, unsigned int) [10]
-----------------------------------------------
                0.00    0.18       3/3           std::vector<float, std::allocator<float> >::_M_default_initialize(unsigned int) [11]
[15]     0.0    0.00    0.18       3         void std::__uninitialized_default_n_a<float*, unsigned int, float>(float*, unsigned int, std::allocator<float>&) [15]
                0.00    0.18       3/3           void std::__uninitialized_default_n<float*, unsigned int>(float*, unsigned int) [14]
-----------------------------------------------
                0.00    0.18       3/3           void std::__uninitialized_default_n_1<true>::__uninit_default_n<float*, unsigned int>(float*, unsigned int) [10]
[16]     0.0    0.00    0.18       3         float* std::fill_n<float*, unsigned int, float>(float*, unsigned int, float const&) [16]
                0.18    0.00       3/3           __gnu_cxx::__enable_if<std::__is_scalar<float>::__value, float*>::__type std::__fill_n_a<float*, unsigned int, float>(float*, unsigned int, float const&) [13]
                0.00    0.00       3/3           std::_Niter_base<float*>::iterator_type std::__niter_base<float*>(float*) [89]
-----------------------------------------------
                0.09    0.00   10000/10000       int* std::transform<unsigned char*, int*, int (*)(unsigned char)>(unsigned char*, unsigned char*, int*, int (*)(unsigned char)) [18]
[17]     0.0    0.09    0.00   10000         copyU8T2I(unsigned char) [17]
-----------------------------------------------
                0.00    0.09       1/1           loadImageData(TrainingEnvironment&) [5]
[18]     0.0    0.00    0.09       1         int* std::transform<unsigned char*, int*, int (*)(unsigned char)>(unsigned char*, unsigned char*, int*, int (*)(unsigned char)) [18]
                0.09    0.00   10000/10000       copyU8T2I(unsigned char) [17]
-----------------------------------------------
                0.00    0.00   60002/911198      loadImageData(TrainingEnvironment&) [5]
                0.02    0.03  851196/911198      _fu27___ZSt4cout [1]
[19]     0.0    0.02    0.03  911198         std::vector<float, std::allocator<float> >::data() [19]
                0.00    0.02  911198/911198      std::vector<float, std::allocator<float> >::front() [25]
                0.01    0.00  911198/911198      float* std::__addressof<float>(float&) [26]
-----------------------------------------------
                                                 <spontaneous>
[20]     0.0    0.04    0.00                 exp [20]
-----------------------------------------------
                                                 <spontaneous>
[21]     0.0    0.03    0.00                 _fu0___ZSt4cerr [21]
-----------------------------------------------
                                                 <spontaneous>
[22]     0.0    0.03    0.00                 logl [22]
-----------------------------------------------
                0.02    0.00  911198/911198      std::vector<float, std::allocator<float> >::begin() [24]
[23]     0.0    0.02    0.00  911198         __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::__normal_iterator(float* const&) [23]
-----------------------------------------------
                0.00    0.02  911198/911198      std::vector<float, std::allocator<float> >::front() [25]
[24]     0.0    0.00    0.02  911198         std::vector<float, std::allocator<float> >::begin() [24]
                0.02    0.00  911198/911198      __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::__normal_iterator(float* const&) [23]
-----------------------------------------------
                0.00    0.02  911198/911198      std::vector<float, std::allocator<float> >::data() [19]
[25]     0.0    0.00    0.02  911198         std::vector<float, std::allocator<float> >::front() [25]
                0.00    0.02  911198/911198      std::vector<float, std::allocator<float> >::begin() [24]
                0.00    0.00  911198/911198      __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::operator*() const [36]
-----------------------------------------------
                0.01    0.00  911198/911198      std::vector<float, std::allocator<float> >::data() [19]
[26]     0.0    0.01    0.00  911198         float* std::__addressof<float>(float&) [26]
-----------------------------------------------
                0.00    0.01  477020/477020      double std::generate_canonical<double, 53u, std::mersenne_twister_engine<unsigned int, 32u, 624u, 397u, 31u, 2567483615u, 11u, 4294967295u, 7u, 2636928640u, 15u, 4022730752u, 18u, 1812433253u> >(std::mersenne_twister_engine<unsigned int, 32u, 624u, 397u, 31u, 2567483615u, 11u, 4294967295u, 7u, 2636928640u, 15u, 4022730752u, 18u, 1812433253u>&) [31]
[27]     0.0    0.00    0.01  477020         std::mersenne_twister_engine<unsigned int, 32u, 624u, 397u, 31u, 2567483615u, 11u, 4294967295u, 7u, 2636928640u, 15u, 4022730752u, 18u, 1812433253u>::operator()() [27]
                0.01    0.00     765/765         std::mersenne_twister_engine<unsigned int, 32u, 624u, 397u, 31u, 2567483615u, 11u, 4294967295u, 7u, 2636928640u, 15u, 4022730752u, 18u, 1812433253u>::_M_gen_rand() [32]
-----------------------------------------------
                0.00    0.01  238510/238510      OneLayerPerceptron::randomizeWeights() [33]
[28]     0.0    0.00    0.01  238510         double std::uniform_real_distribution<double>::operator()<std::mersenne_twister_engine<unsigned int, 32u, 624u, 397u, 31u, 2567483615u, 11u, 4294967295u, 7u, 2636928640u, 15u, 4022730752u, 18u, 1812433253u> >(std::mersenne_twister_engine<unsigned int, 32u, 624u, 397u, 31u, 2567483615u, 11u, 4294967295u, 7u, 2636928640u, 15u, 4022730752u, 18u, 1812433253u>&) [28]
                0.00    0.01  238510/238510      double std::uniform_real_distribution<double>::operator()<std::mersenne_twister_engine<unsigned int, 32u, 624u, 397u, 31u, 2567483615u, 11u, 4294967295u, 7u, 2636928640u, 15u, 4022730752u, 18u, 1812433253u> >(std::mersenne_twister_engine<unsigned int, 32u, 624u, 397u, 31u, 2567483615u, 11u, 4294967295u, 7u, 2636928640u, 15u, 4022730752u, 18u, 1812433253u>&, std::uniform_real_distribution<double>::param_type const&) [29]
-----------------------------------------------
                0.00    0.01  238510/238510      double std::uniform_real_distribution<double>::operator()<std::mersenne_twister_engine<unsigned int, 32u, 624u, 397u, 31u, 2567483615u, 11u, 4294967295u, 7u, 2636928640u, 15u, 4022730752u, 18u, 1812433253u> >(std::mersenne_twister_engine<unsigned int, 32u, 624u, 397u, 31u, 2567483615u, 11u, 4294967295u, 7u, 2636928640u, 15u, 4022730752u, 18u, 1812433253u>&) [28]
[29]     0.0    0.00    0.01  238510         double std::uniform_real_distribution<double>::operator()<std::mersenne_twister_engine<unsigned int, 32u, 624u, 397u, 31u, 2567483615u, 11u, 4294967295u, 7u, 2636928640u, 15u, 4022730752u, 18u, 1812433253u> >(std::mersenne_twister_engine<unsigned int, 32u, 624u, 397u, 31u, 2567483615u, 11u, 4294967295u, 7u, 2636928640u, 15u, 4022730752u, 18u, 1812433253u>&, std::uniform_real_distribution<double>::param_type const&) [29]
                0.00    0.01  238510/238510      std::__detail::_Adaptor<std::mersenne_twister_engine<unsigned int, 32u, 624u, 397u, 31u, 2567483615u, 11u, 4294967295u, 7u, 2636928640u, 15u, 4022730752u, 18u, 1812433253u>, double>::operator()() [30]
                0.00    0.00  477020/477020      std::uniform_real_distribution<double>::param_type::a() const [38]
                0.00    0.00  238510/238510      std::__detail::_Adaptor<std::mersenne_twister_engine<unsigned int, 32u, 624u, 397u, 31u, 2567483615u, 11u, 4294967295u, 7u, 2636928640u, 15u, 4022730752u, 18u, 1812433253u>, double>::_Adaptor(std::mersenne_twister_engine<unsigned int, 32u, 624u, 397u, 31u, 2567483615u, 11u, 4294967295u, 7u, 2636928640u, 15u, 4022730752u, 18u, 1812433253u>&) [42]
                0.00    0.00  238510/238510      std::uniform_real_distribution<double>::param_type::b() const [40]
-----------------------------------------------
                0.00    0.01  238510/238510      double std::uniform_real_distribution<double>::operator()<std::mersenne_twister_engine<unsigned int, 32u, 624u, 397u, 31u, 2567483615u, 11u, 4294967295u, 7u, 2636928640u, 15u, 4022730752u, 18u, 1812433253u> >(std::mersenne_twister_engine<unsigned int, 32u, 624u, 397u, 31u, 2567483615u, 11u, 4294967295u, 7u, 2636928640u, 15u, 4022730752u, 18u, 1812433253u>&, std::uniform_real_distribution<double>::param_type const&) [29]
[30]     0.0    0.00    0.01  238510         std::__detail::_Adaptor<std::mersenne_twister_engine<unsigned int, 32u, 624u, 397u, 31u, 2567483615u, 11u, 4294967295u, 7u, 2636928640u, 15u, 4022730752u, 18u, 1812433253u>, double>::operator()() [30]
                0.00    0.01  238510/238510      double std::generate_canonical<double, 53u, std::mersenne_twister_engine<unsigned int, 32u, 624u, 397u, 31u, 2567483615u, 11u, 4294967295u, 7u, 2636928640u, 15u, 4022730752u, 18u, 1812433253u> >(std::mersenne_twister_engine<unsigned int, 32u, 624u, 397u, 31u, 2567483615u, 11u, 4294967295u, 7u, 2636928640u, 15u, 4022730752u, 18u, 1812433253u>&) [31]
-----------------------------------------------
                0.00    0.01  238510/238510      std::__detail::_Adaptor<std::mersenne_twister_engine<unsigned int, 32u, 624u, 397u, 31u, 2567483615u, 11u, 4294967295u, 7u, 2636928640u, 15u, 4022730752u, 18u, 1812433253u>, double>::operator()() [30]
[31]     0.0    0.00    0.01  238510         double std::generate_canonical<double, 53u, std::mersenne_twister_engine<unsigned int, 32u, 624u, 397u, 31u, 2567483615u, 11u, 4294967295u, 7u, 2636928640u, 15u, 4022730752u, 18u, 1812433253u> >(std::mersenne_twister_engine<unsigned int, 32u, 624u, 397u, 31u, 2567483615u, 11u, 4294967295u, 7u, 2636928640u, 15u, 4022730752u, 18u, 1812433253u>&) [31]
                0.00    0.01  477020/477020      std::mersenne_twister_engine<unsigned int, 32u, 624u, 397u, 31u, 2567483615u, 11u, 4294967295u, 7u, 2636928640u, 15u, 4022730752u, 18u, 1812433253u>::operator()() [27]
                0.00    0.00  715530/715530      std::mersenne_twister_engine<unsigned int, 32u, 624u, 397u, 31u, 2567483615u, 11u, 4294967295u, 7u, 2636928640u, 15u, 4022730752u, 18u, 1812433253u>::min() [37]
                0.00    0.00  477020/477020      std::log(long double) [39]
                0.00    0.00  238510/238510      unsigned int const& std::min<unsigned int>(unsigned int const&, unsigned int const&) [44]
                0.00    0.00  238510/238510      std::mersenne_twister_engine<unsigned int, 32u, 624u, 397u, 31u, 2567483615u, 11u, 4294967295u, 7u, 2636928640u, 15u, 4022730752u, 18u, 1812433253u>::max() [41]
                0.00    0.00  238510/238510      unsigned int const& std::max<unsigned int>(unsigned int const&, unsigned int const&) [43]
-----------------------------------------------
                0.01    0.00     765/765         std::mersenne_twister_engine<unsigned int, 32u, 624u, 397u, 31u, 2567483615u, 11u, 4294967295u, 7u, 2636928640u, 15u, 4022730752u, 18u, 1812433253u>::operator()() [27]
[32]     0.0    0.01    0.00     765         std::mersenne_twister_engine<unsigned int, 32u, 624u, 397u, 31u, 2567483615u, 11u, 4294967295u, 7u, 2636928640u, 15u, 4022730752u, 18u, 1812433253u>::_M_gen_rand() [32]
-----------------------------------------------
                0.00    0.01       1/1           OneLayerPerceptron::OneLayerPerceptron(float, int, int, int) [34]
[33]     0.0    0.00    0.01       1         OneLayerPerceptron::randomizeWeights() [33]
                0.00    0.01  238510/238510      double std::uniform_real_distribution<double>::operator()<std::mersenne_twister_engine<unsigned int, 32u, 624u, 397u, 31u, 2567483615u, 11u, 4294967295u, 7u, 2636928640u, 15u, 4022730752u, 18u, 1812433253u> >(std::mersenne_twister_engine<unsigned int, 32u, 624u, 397u, 31u, 2567483615u, 11u, 4294967295u, 7u, 2636928640u, 15u, 4022730752u, 18u, 1812433253u>&) [28]
                0.00    0.00       1/1           std::mersenne_twister_engine<unsigned int, 32u, 624u, 397u, 31u, 2567483615u, 11u, 4294967295u, 7u, 2636928640u, 15u, 4022730752u, 18u, 1812433253u>::mersenne_twister_engine(unsigned int) [147]
                0.00    0.00       1/1           std::uniform_real_distribution<double>::uniform_real_distribution(double, double) [149]
-----------------------------------------------
                0.00    0.01       1/1           _fu27___ZSt4cout [1]
[34]     0.0    0.00    0.01       1         OneLayerPerceptron::OneLayerPerceptron(float, int, int, int) [34]
                0.00    0.01       1/1           OneLayerPerceptron::randomizeWeights() [33]
-----------------------------------------------
                0.00    0.00  911198/911198      std::vector<float, std::allocator<float> >::front() [25]
[36]     0.0    0.00    0.00  911198         __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::operator*() const [36]
-----------------------------------------------
                0.00    0.00  715530/715530      double std::generate_canonical<double, 53u, std::mersenne_twister_engine<unsigned int, 32u, 624u, 397u, 31u, 2567483615u, 11u, 4294967295u, 7u, 2636928640u, 15u, 4022730752u, 18u, 1812433253u> >(std::mersenne_twister_engine<unsigned int, 32u, 624u, 397u, 31u, 2567483615u, 11u, 4294967295u, 7u, 2636928640u, 15u, 4022730752u, 18u, 1812433253u>&) [31]
[37]     0.0    0.00    0.00  715530         std::mersenne_twister_engine<unsigned int, 32u, 624u, 397u, 31u, 2567483615u, 11u, 4294967295u, 7u, 2636928640u, 15u, 4022730752u, 18u, 1812433253u>::min() [37]
-----------------------------------------------
                0.00    0.00  477020/477020      double std::uniform_real_distribution<double>::operator()<std::mersenne_twister_engine<unsigned int, 32u, 624u, 397u, 31u, 2567483615u, 11u, 4294967295u, 7u, 2636928640u, 15u, 4022730752u, 18u, 1812433253u> >(std::mersenne_twister_engine<unsigned int, 32u, 624u, 397u, 31u, 2567483615u, 11u, 4294967295u, 7u, 2636928640u, 15u, 4022730752u, 18u, 1812433253u>&, std::uniform_real_distribution<double>::param_type const&) [29]
[38]     0.0    0.00    0.00  477020         std::uniform_real_distribution<double>::param_type::a() const [38]
-----------------------------------------------
                0.00    0.00  477020/477020      double std::generate_canonical<double, 53u, std::mersenne_twister_engine<unsigned int, 32u, 624u, 397u, 31u, 2567483615u, 11u, 4294967295u, 7u, 2636928640u, 15u, 4022730752u, 18u, 1812433253u> >(std::mersenne_twister_engine<unsigned int, 32u, 624u, 397u, 31u, 2567483615u, 11u, 4294967295u, 7u, 2636928640u, 15u, 4022730752u, 18u, 1812433253u>&) [31]
[39]     0.0    0.00    0.00  477020         std::log(long double) [39]
-----------------------------------------------
                0.00    0.00  238510/238510      double std::uniform_real_distribution<double>::operator()<std::mersenne_twister_engine<unsigned int, 32u, 624u, 397u, 31u, 2567483615u, 11u, 4294967295u, 7u, 2636928640u, 15u, 4022730752u, 18u, 1812433253u> >(std::mersenne_twister_engine<unsigned int, 32u, 624u, 397u, 31u, 2567483615u, 11u, 4294967295u, 7u, 2636928640u, 15u, 4022730752u, 18u, 1812433253u>&, std::uniform_real_distribution<double>::param_type const&) [29]
[40]     0.0    0.00    0.00  238510         std::uniform_real_distribution<double>::param_type::b() const [40]
-----------------------------------------------
                0.00    0.00  238510/238510      double std::generate_canonical<double, 53u, std::mersenne_twister_engine<unsigned int, 32u, 624u, 397u, 31u, 2567483615u, 11u, 4294967295u, 7u, 2636928640u, 15u, 4022730752u, 18u, 1812433253u> >(std::mersenne_twister_engine<unsigned int, 32u, 624u, 397u, 31u, 2567483615u, 11u, 4294967295u, 7u, 2636928640u, 15u, 4022730752u, 18u, 1812433253u>&) [31]
[41]     0.0    0.00    0.00  238510         std::mersenne_twister_engine<unsigned int, 32u, 624u, 397u, 31u, 2567483615u, 11u, 4294967295u, 7u, 2636928640u, 15u, 4022730752u, 18u, 1812433253u>::max() [41]
-----------------------------------------------
                0.00    0.00  238510/238510      double std::uniform_real_distribution<double>::operator()<std::mersenne_twister_engine<unsigned int, 32u, 624u, 397u, 31u, 2567483615u, 11u, 4294967295u, 7u, 2636928640u, 15u, 4022730752u, 18u, 1812433253u> >(std::mersenne_twister_engine<unsigned int, 32u, 624u, 397u, 31u, 2567483615u, 11u, 4294967295u, 7u, 2636928640u, 15u, 4022730752u, 18u, 1812433253u>&, std::uniform_real_distribution<double>::param_type const&) [29]
[42]     0.0    0.00    0.00  238510         std::__detail::_Adaptor<std::mersenne_twister_engine<unsigned int, 32u, 624u, 397u, 31u, 2567483615u, 11u, 4294967295u, 7u, 2636928640u, 15u, 4022730752u, 18u, 1812433253u>, double>::_Adaptor(std::mersenne_twister_engine<unsigned int, 32u, 624u, 397u, 31u, 2567483615u, 11u, 4294967295u, 7u, 2636928640u, 15u, 4022730752u, 18u, 1812433253u>&) [42]
-----------------------------------------------
                0.00    0.00  238510/238510      double std::generate_canonical<double, 53u, std::mersenne_twister_engine<unsigned int, 32u, 624u, 397u, 31u, 2567483615u, 11u, 4294967295u, 7u, 2636928640u, 15u, 4022730752u, 18u, 1812433253u> >(std::mersenne_twister_engine<unsigned int, 32u, 624u, 397u, 31u, 2567483615u, 11u, 4294967295u, 7u, 2636928640u, 15u, 4022730752u, 18u, 1812433253u>&) [31]
[43]     0.0    0.00    0.00  238510         unsigned int const& std::max<unsigned int>(unsigned int const&, unsigned int const&) [43]
-----------------------------------------------
                0.00    0.00  238510/238510      double std::generate_canonical<double, 53u, std::mersenne_twister_engine<unsigned int, 32u, 624u, 397u, 31u, 2567483615u, 11u, 4294967295u, 7u, 2636928640u, 15u, 4022730752u, 18u, 1812433253u> >(std::mersenne_twister_engine<unsigned int, 32u, 624u, 397u, 31u, 2567483615u, 11u, 4294967295u, 7u, 2636928640u, 15u, 4022730752u, 18u, 1812433253u>&) [31]
[44]     0.0    0.00    0.00  238510         unsigned int const& std::min<unsigned int>(unsigned int const&, unsigned int const&) [44]
-----------------------------------------------
                0.00    0.00   60008/60008       loadImageData(TrainingEnvironment&) [5]
[45]     0.0    0.00    0.00   60008         IDXFile::getTotalSize() const [45]
-----------------------------------------------
                0.00    0.00   60006/60006       loadImageData(TrainingEnvironment&) [5]
[46]     0.0    0.00    0.00   60006         IDXFile::getDataPointer() const [46]
-----------------------------------------------
                0.00    0.00   60000/60000       calcCorrect(float const*, std::vector<int, std::allocator<int> > const*, unsigned int) [62]
[47]     0.0    0.00    0.00   60000         findHighestIndex(float const*, int) [47]
-----------------------------------------------
                0.00    0.00   60000/60000       loadImageData(TrainingEnvironment&) [5]
[48]     0.0    0.00    0.00   60000         TrainingEnvironment::getTrainingClassifications() [48]
-----------------------------------------------
                0.00    0.00   60000/60000       std::vector<int, std::allocator<int> >::begin() const [52]
[49]     0.0    0.00    0.00   60000         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [49]
-----------------------------------------------
                0.00    0.00   60000/60000       std::vector<int, std::allocator<int> >::front() const [53]
[50]     0.0    0.00    0.00   60000         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::operator*() const [50]
-----------------------------------------------
                0.00    0.00   60000/60000       calcCorrect(float const*, std::vector<int, std::allocator<int> > const*, unsigned int) [62]
[51]     0.0    0.00    0.00   60000         std::vector<int, std::allocator<int> >::data() const [51]
                0.00    0.00   60000/60000       std::vector<int, std::allocator<int> >::front() const [53]
                0.00    0.00   60000/60000       int const* std::__addressof<int const>(int const&) [54]
-----------------------------------------------
                0.00    0.00   60000/60000       std::vector<int, std::allocator<int> >::front() const [53]
[52]     0.0    0.00    0.00   60000         std::vector<int, std::allocator<int> >::begin() const [52]
                0.00    0.00   60000/60000       __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [49]
-----------------------------------------------
                0.00    0.00   60000/60000       std::vector<int, std::allocator<int> >::data() const [51]
[53]     0.0    0.00    0.00   60000         std::vector<int, std::allocator<int> >::front() const [53]
                0.00    0.00   60000/60000       std::vector<int, std::allocator<int> >::begin() const [52]
                0.00    0.00   60000/60000       __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::operator*() const [50]
-----------------------------------------------
                0.00    0.00   60000/60000       std::vector<int, std::allocator<int> >::data() const [51]
[54]     0.0    0.00    0.00   60000         int const* std::__addressof<int const>(int const&) [54]
-----------------------------------------------
                0.00    0.00     624/624         unsigned int std::__detail::__mod<unsigned int, 0u, 1u, 0u>(unsigned int) [56]
[55]     0.0    0.00    0.00     624         std::__detail::_Mod<unsigned int, 0u, 1u, 0u, true, false>::__calc(unsigned int) [55]
-----------------------------------------------
                0.00    0.00     624/624         std::mersenne_twister_engine<unsigned int, 32u, 624u, 397u, 31u, 2567483615u, 11u, 4294967295u, 7u, 2636928640u, 15u, 4022730752u, 18u, 1812433253u>::seed(unsigned int) [146]
[56]     0.0    0.00    0.00     624         unsigned int std::__detail::__mod<unsigned int, 0u, 1u, 0u>(unsigned int) [56]
                0.00    0.00     624/624         std::__detail::_Mod<unsigned int, 0u, 1u, 0u, true, false>::__calc(unsigned int) [55]
-----------------------------------------------
                0.00    0.00     623/623         unsigned int std::__detail::__mod<unsigned int, 624u, 1u, 0u>(unsigned int) [58]
[57]     0.0    0.00    0.00     623         std::__detail::_Mod<unsigned int, 624u, 1u, 0u, true, true>::__calc(unsigned int) [57]
-----------------------------------------------
                0.00    0.00     623/623         std::mersenne_twister_engine<unsigned int, 32u, 624u, 397u, 31u, 2567483615u, 11u, 4294967295u, 7u, 2636928640u, 15u, 4022730752u, 18u, 1812433253u>::seed(unsigned int) [146]
[58]     0.0    0.00    0.00     623         unsigned int std::__detail::__mod<unsigned int, 624u, 1u, 0u>(unsigned int) [58]
                0.00    0.00     623/623         std::__detail::_Mod<unsigned int, 624u, 1u, 0u, true, true>::__calc(unsigned int) [57]
-----------------------------------------------
                0.00    0.00      12/12          IDXFile::readFile(std::string const&) [65]
[59]     0.0    0.00    0.00      12         read32_be(std::istream&) [59]
-----------------------------------------------
                0.00    0.00       4/8           IDXFile::~IDXFile() [67]
                0.00    0.00       4/8           loadImageData(TrainingEnvironment&) [5]
[60]     0.0    0.00    0.00       8         IDXFile::deleteData() [60]
-----------------------------------------------
                0.00    0.00       8/8           parseCommandlineParameters(int, char**, TrainingEnvironment&) [99]
[61]     0.0    0.00    0.00       8         bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [61]
-----------------------------------------------
                0.00    0.00       6/6           _fu27___ZSt4cout [1]
[62]     0.0    0.00    0.00       6         calcCorrect(float const*, std::vector<int, std::allocator<int> > const*, unsigned int) [62]
                0.00    0.00   60000/60000       findHighestIndex(float const*, int) [47]
                0.00    0.00   60000/60000       std::vector<int, std::allocator<int> >::data() const [51]
                0.00    0.00       6/6           std::vector<int, std::allocator<int> >::size() const [64]
-----------------------------------------------
                0.00    0.00       6/6           bool __gnu_cxx::operator!=<std::string*, std::vector<std::string, std::allocator<std::string> > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > const&, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > const&) [77]
[63]     0.0    0.00    0.00       6         __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::base() const [63]
-----------------------------------------------
                0.00    0.00       6/6           calcCorrect(float const*, std::vector<int, std::allocator<int> > const*, unsigned int) [62]
[64]     0.0    0.00    0.00       6         std::vector<int, std::allocator<int> >::size() const [64]
-----------------------------------------------
                0.00    0.00       4/4           IDXFile::IDXFile(std::string const&) [66]
[65]     0.0    0.00    0.00       4         IDXFile::readFile(std::string const&) [65]
                0.00    0.00      12/12          read32_be(std::istream&) [59]
                0.00    0.00       4/4           std::operator|(std::_Ios_Openmode, std::_Ios_Openmode) [72]
-----------------------------------------------
                0.00    0.00       4/4           loadImageData(TrainingEnvironment&) [5]
[66]     0.0    0.00    0.00       4         IDXFile::IDXFile(std::string const&) [66]
                0.00    0.00       4/4           IDXFile::readFile(std::string const&) [65]
-----------------------------------------------
                0.00    0.00       4/4           _fu6___ZSt4cerr [762]
[67]     0.0    0.00    0.00       4         IDXFile::~IDXFile() [67]
                0.00    0.00       4/8           IDXFile::deleteData() [60]
-----------------------------------------------
                0.00    0.00       4/4           loadImageData(TrainingEnvironment&) [5]
[68]     0.0    0.00    0.00       4         IDXFile::getDimensions() const [68]
-----------------------------------------------
                0.00    0.00       4/4           loadImageData(TrainingEnvironment&) [5]
[69]     0.0    0.00    0.00       4         IDXFile::getDimensionNumber() const [69]
-----------------------------------------------
                0.00    0.00       4/4           loadImageData(TrainingEnvironment&) [5]
[70]     0.0    0.00    0.00       4         IDXFile::hasError() const [70]
-----------------------------------------------
                0.00    0.00       2/4           void std::_Destroy_aux<false>::__destroy<std::string*>(std::string*, std::string*) [133]
                0.00    0.00       2/4           void std::__uninitialized_default_n_1<false>::__uninit_default_n<std::string*, unsigned int>(std::string*, unsigned int) [150]
[71]     0.0    0.00    0.00       4         std::string* std::__addressof<std::string>(std::string&) [71]
-----------------------------------------------
                0.00    0.00       4/4           IDXFile::readFile(std::string const&) [65]
[72]     0.0    0.00    0.00       4         std::operator|(std::_Ios_Openmode, std::_Ios_Openmode) [72]
-----------------------------------------------
                0.00    0.00       3/3           std::_Vector_base<float, std::allocator<float> >::_M_allocate(unsigned int) [84]
[73]     0.0    0.00    0.00       3         __gnu_cxx::new_allocator<float>::allocate(unsigned int, void const*) [73]
                0.00    0.00       3/3           __gnu_cxx::new_allocator<float>::max_size() const [78]
-----------------------------------------------
                0.00    0.00       3/3           std::allocator<float>::allocator(std::allocator<float> const&) [81]
[74]     0.0    0.00    0.00       3         __gnu_cxx::new_allocator<float>::new_allocator(__gnu_cxx::new_allocator<float> const&) [74]
-----------------------------------------------
                0.00    0.00       3/3           std::allocator<float>::allocator() [80]
[75]     0.0    0.00    0.00       3         __gnu_cxx::new_allocator<float>::new_allocator() [75]
-----------------------------------------------
                0.00    0.00       3/3           std::allocator<float>::~allocator() [82]
[76]     0.0    0.00    0.00       3         __gnu_cxx::new_allocator<float>::~new_allocator() [76]
-----------------------------------------------
                0.00    0.00       3/3           _fu7___ZSt4cerr [763]
[77]     0.0    0.00    0.00       3         bool __gnu_cxx::operator!=<std::string*, std::vector<std::string, std::allocator<std::string> > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > const&, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > const&) [77]
                0.00    0.00       6/6           __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::base() const [63]
-----------------------------------------------
                0.00    0.00       3/3           __gnu_cxx::new_allocator<float>::allocate(unsigned int, void const*) [73]
[78]     0.0    0.00    0.00       3         __gnu_cxx::new_allocator<float>::max_size() const [78]
-----------------------------------------------
                0.00    0.00       3/3           _fu27___ZSt4cout [1]
[79]     0.0    0.00    0.00       3         std::vector<float, std::allocator<float> >::size() const [79]
-----------------------------------------------
                0.00    0.00       3/3           loadImageData(TrainingEnvironment&) [5]
[80]     0.0    0.00    0.00       3         std::allocator<float>::allocator() [80]
                0.00    0.00       3/3           __gnu_cxx::new_allocator<float>::new_allocator() [75]
-----------------------------------------------
                0.00    0.00       3/3           std::_Vector_base<float, std::allocator<float> >::_Vector_impl::_Vector_impl(std::allocator<float> const&) [85]
[81]     0.0    0.00    0.00       3         std::allocator<float>::allocator(std::allocator<float> const&) [81]
                0.00    0.00       3/3           __gnu_cxx::new_allocator<float>::new_allocator(__gnu_cxx::new_allocator<float> const&) [74]
-----------------------------------------------
                0.00    0.00       3/3           loadImageData(TrainingEnvironment&) [5]
[82]     0.0    0.00    0.00       3         std::allocator<float>::~allocator() [82]
                0.00    0.00       3/3           __gnu_cxx::new_allocator<float>::~new_allocator() [76]
-----------------------------------------------
